id      |symbol  |title                                                                                               |publicationDate    |providerUrl                   |
17303012|usdjpy  |BUZZ-COMMENT-USD/JPY downside risk tame, according to options                                       |2020-09-17 11:20:00|www.nasdaq.com                |
17302994|ethusd  |Bitcoin and Altcoins Showing Signs of Upside Continuation                                           |2020-09-17 11:12:00|cryptonews.com                |
17303223|euraud  |AUD/USD to test the 0.74 level over the next month - Westpac                                        |2020-09-17 11:08:00|www.fxstreet.com              |
17302989|btcusd  |New Bitcoin Options App Raises $4.7M in Round Led by Pantera Capital - CoinDesk                     |2020-09-17 11:00:54|www.coindesk.com              |
17303088|btcusd  |Theory of Bitcoin: The global spreadsheet, Information Theory, and law - CoinGeek                   |2020-09-17 11:00:41|coingeek.com                  |
17302939|eurgbp  |GBP/USD Forex Signal: Pivotal Point at 1.2913                                                       |2020-09-17 10:57:36|www.dailyforex.com            |
17302933|usdjpy  |USD/JPY outlook: Bears look for fresh signal on eventual close below pivotal Fibo support           |2020-09-17 10:56:00|www.fxstreet.com              |
17303099|ethusd  |Dollar Protocol : A Two-Token Rebasing Cryptocurrency Decentralized Ecosystem - Press Release - Digi|2020-09-17 10:50:04|www.digitaljournal.com        |
17303001|ftse100#|FTSE 100 dips further; UK banks under pressure after US Fed Reserve, Bank of Japan statements       |2020-09-17 10:48:00|www.proactiveinvestors.co.uk  |
17303208|ftse100#|FTSE 100 drops as UK banks under pressure ahead of Bank of England announcement                     |2020-09-17 10:48:00|www.proactiveinvestors.co.uk  |
17303293|ftse100#|FTSE 100 trims losses as Bank of England stands pat                                                 |2020-09-17 10:48:00|www.proactiveinvestors.co.uk  |
17302897|us100#  |Sierra Leone: The Finance Helmsmen -                                                                |2020-09-17 10:44:15|www.thenewsnigeria.com.ng     |
17302904|xrpusd  |Fintech Ripple Is Centered on Making Digital Funds as Straightforward as Sending Emails with Pay ID,|2020-09-17 10:42:47|fintechzoom.com               |
17302946|jap225# |Dutch bank proposes further investment in Myanmar's BRAC                                            |2020-09-17 10:37:00|asia.nikkei.com               |
17302936|eurgbp  |GBP/USD Forecast: Basing Significant Resistance Above                                               |2020-09-17 10:33:16|www.dailyforex.com            |
17303357|eurusd  |EUR/USD Forecast: Gives Up Early Attempt at Gains                                                   |2020-09-17 10:33:12|www.dailyforex.com            |
17302873|xrpusd  |Ripple expands partnership with Bill & Melinda Gates Foundation                                     |2020-09-17 10:24:00|www.crypto-news-flash.com     |
17302928|euraud  |Australian Dollar Blossoms on Strong Local Jobs Data, Better Times Ahead?                           |2020-09-17 10:20:00|www.forexfactory.com          |
17302889|german30|EU Indices Down This Morning  TA Focus On Next  Action Forex                                        |2020-09-17 10:14:00|www.actionforex.com           |
17302984|german30|EU Indices Down This Morning  TA Focus On Next - Action Forex                                       |2020-09-17 10:14:00|www.actionforex.com           |
17302914|xrpusd  |Global Blockchain Supply Chain Finance Market 2020 Future Development Status - IBM, Citi Bank, Rippl|2020-09-17 10:10:00|thedailychronicle.in          |
17303032|oil#    |CBD Hemp Oil Market 2020: Global Analysis, Industry Growth, Current Trends and Forecast till 2023   |2020-09-17 10:08:43|www.medgadget.com             |
17302834|eurgbp  |BoE Preview: Growing downside risks to send GBP/USD to 1.2840 - TDS                                 |2020-09-17 10:05:00|www.fxstreet.com              |
17302935|oil#    |INTERVIEW: Iraq aims to boost its refining capacity by a third by Q1 2022: Deputy oil minister - S&P|2020-09-17 10:04:00|www.spglobal.com              |
17303018|eurusd  |EUR/USD outlook: Euro extends lower after Fed; key supports coming in focus                         |2020-09-17 10:03:00|www.fxstreet.com              |
17302849|jap225# |TRI-AD Office Wins "Creative Office Award" at 33rd Nikkei New Office Awards                         |2020-09-17 10:02:37|au.finance.yahoo.com          |
17302813|usdcad  |USD/CAD: Likely To Strengthen Into Q4; Sell On Rallies Towards 1.35 - SEB                           |2020-09-17 10:02:07|forextv.com                   |
17302825|xrpusd  |How to build a future-proof engineering team                                                        |2020-09-17 10:00:00|thenextweb.com                |
17303234|euraud  |AUD/USD Forecast: Continues to Struggle with 73 Handle                                              |2020-09-17 09:59:17|www.dailyforex.com            |
17302848|jap225# |Philippine telco hires US company to ease China spying fears                                        |2020-09-17 09:56:00|asia.nikkei.com               |
17302901|german30|Europe: Stock markets fall at open on Fed warning                                                   |2020-09-17 09:53:00|www.businesstimes.com.sg      |
17302799|eurusd  |EURUSD Bearish Reaction to the FOMC Statement But A Bounce Is Still Possible                        |2020-09-17 09:50:00|www.investingcube.com         |
17302792|xrpusd  |Technicals Point Towards Ripple (XRP) Increase To $0.27 Despite Some Roadblocks  NewsBTC            |2020-09-17 09:49:53|www.newsbtc.com               |
17302962|ftse100#|FTSE 100 drops ahead of Bank of England decision                                                    |2020-09-17 09:37:00|www.cityam.com                |
17302945|eurusd  |EUR/USD to trade in the 1.17-1.19 range as Powell pauses the dollar's negative trend - Danske Bank  |2020-09-17 09:37:00|www.fxstreet.com              |
17302807|jap225# |Japan stocks lower at close of trade; Nikkei 225 down 0.67%                                         |2020-09-17 09:35:00|www.investing.com             |
17302779|oil#    |OPEC and non-OPEC allies to review oil production cuts after dire demand warnings                   |2020-09-17 09:35:00|www.cnbc.com                  |
17302804|ftse100#|FTSE falls after US tech sell-off - live updates                                                    |2020-09-17 09:34:36|www.telegraph.co.uk           |
17302831|oil#    |Anaheim man arrested after Placentia fire linked to marijuana honey oil operation                   |2020-09-17 09:32:00|www.ocregister.com            |
17302837|ltcusd  |Global Cryptocurrency Market 2020 Crucial Study COVID19 Impact Analysis  Worldwide Key Players: ZEB |2020-09-17 09:27:56|gnghockey.com                 |
17302812|usdjpy  |USDJPY 103.50 Possible  Action Forex                                                                |2020-09-17 09:25:00|www.actionforex.com           |
17302829|eurgbp  |GBP/USD Price Analysis: Recovery meets fresh supply at 21-HMA ahead of BOE                          |2020-09-17 09:24:00|www.fxstreet.com              |
17302767|btcusd  |BTCUSD $11,100 Now Key  Action Forex                                                                |2020-09-17 09:24:00|www.actionforex.com           |
17302827|ltcusd  |LTCUSD $52.00 Key  Action Forex                                                                     |2020-09-17 09:23:00|www.actionforex.com           |
17302811|eurusd  |EURUSD finding support at daily trendline                                                           |2020-09-17 09:22:30|www.forexlive.com             |
17302833|eurusd  |EUR/USD erodes the four-month uptrend at 1.1826, scope for 1.1495 - Commerzbank                     |2020-09-17 09:20:00|www.fxstreet.com              |
17302730|ftse100#|FTSE 100 drops ahead of Bank of England decision - CityAM                                           |2020-09-17 09:07:00|www.cityam.com                |
17302867|btcusd  |Bitcoin speculators hit all-time lows as Grayscale says BTC like 2016                               |2020-09-17 09:05:00|cointelegraph.com             |
17302735|eurgbp  |GBP/USD Daily Forecast - British Pound Pulls Back After Rally                                       |2020-09-17 09:02:18|www.fxempire.com              |
17302742|jap225# |US-China investment falls to lowest in 9 years amid tensions                                        |2020-09-17 09:00:00|asia.nikkei.com               |
17302716|oil#    |U.S. oil producers, exporters tally damages from Hurricane Sally, begin restarts                    |2020-09-17 09:00:00|www.reuters.com               |
17302691|jap225# |Bank of Japan Keeps Rates Unchanged - Nikkei 225 Retreat                                            |2020-09-17 08:54:00|www.investingcube.com         |
17302675|btcusd  |BTC/USD Forecast: Going Against Each Other                                                          |2020-09-17 08:53:45|www.dailyforex.com            |
17302725|usdjpy  |USD/JPY: Outlook remains negative for the time being - UOB                                          |2020-09-17 08:51:00|www.fxstreet.com              |
17302707|ltcusd  |Litecoin (LTC) Creating Value out of Every Gaming Transaction on LiteBringer                        |2020-09-17 08:50:58|thecurrencyanalytics.com      |
17302718|ftse100#|FTSE set to tumble after US tech sell-off - live updates                                            |2020-09-17 08:48:59|www.telegraph.co.uk           |
17302741|eurusd  |EUR/USD nears critical support at 1.1750                                                            |2020-09-17 08:47:00|www.fxstreet.com              |
17302686|ltcusd  |Litecoin, Stellar's Lumen, and Tron's TRX - Daily Analysis - September 17th, 2020                   |2020-09-17 08:36:56|finance.yahoo.com             |
17302696|us500#  |Simmons' big bonus for latest NBA honour                                                            |2020-09-17 08:35:00|au.sports.yahoo.com           |
17302624|ethusd  |Ethereum Rallies Into Resistance: Here's Why Bulls Are Comfortable  NewsBTC                         |2020-09-17 08:02:56|www.newsbtc.com               |
17302614|xauusd  |Gold Price Analysis: XAU/USD licks wounds in the Fed aftermath, $1969 still in sight? - Confluence D|2020-09-17 08:02:00|www.fxstreet.com              |
17302702|usdcad  |USD/CAD: Probes weekly top beyond 1.3200, bulls in command                                          |2020-09-17 08:01:00|www.fxstreet.com              |
17302842|eurusd  |EUR/USD Susceptible to Larger Correction as RSI Retains Downward Trend                              |2020-09-17 08:00:21|www.dailyfx.com               |
17302626|eurusd  |$1.3bln option level at 1.1950 on EURUSD - ForexLive                                                |2020-09-17 07:52:28|www.forexlive.com             |
17303252|oil#    |Indian Gasoline Sales Revive in Positive Sign for Oil Demand                                        |2020-09-17 07:50:38|finance.yahoo.com             |
17302771|ftse100#|FTSE 100 fades amid lockdown worries; Next leads the index after resilient showing                  |2020-09-17 07:50:00|www.proactiveinvestors.co.uk  |
17302602|ftse100#|FTSE 100 LIVE: US-China investment flows plummet to NINE YEAR low as tensions explode               |2020-09-17 07:48:00|www.express.co.uk             |
17302658|eurgbp  |GBP/USD: Potential interim low in place - UOB                                                       |2020-09-17 07:43:00|www.fxstreet.com              |
17302615|ftse100#|FTSE 100 set to start lower after Fed, ahead of latest Bank of England meeting                      |2020-09-17 07:40:00|www.proactiveinvestors.co.uk  |
17302656|eurusd  |EUR/USD: Pullbacks are seen short-lived - UOB                                                       |2020-09-17 07:29:00|www.fxstreet.com              |
17302652|jap225# |US charges seven in wide-ranging Chinese hacking effort                                             |2020-09-17 07:22:00|asia.nikkei.com               |
17303182|btcusd  |Bloomberg: Bitcoin shows first buy-signal since start of Corona                                     |2020-09-17 07:20:00|www.crypto-news-flash.com     |
17302608|ftse100#|FTSE-100 shares tumble as Facebook leads tech stocks down                                           |2020-09-17 07:16:00|www.standard.co.uk            |
17302638|usdjpy  |USDJPY: What Next for Japanese Yen After Fed and BOJ Decisions?                                     |2020-09-17 07:12:00|www.investingcube.com         |
17302983|iotausd |Obituary for Virginia Louise Ward Brown, Conway, AR - Arkansas Online                               |2020-09-17 07:08:33|www.arkansasonline.com        |
17302570|btcusd  |Global Digital Industry Group Launches Mining Business Bitworld  Press release Bitcoin News         |2020-09-17 07:04:54|news.bitcoin.com              |
17302558|iotausd |Virginia Louise Ward Brown                                                                          |2020-09-17 07:00:00|www.thecabin.net              |
17302552|xrpusd  |Plant-Based Yogurt Market Is Booming Worldwide (2020-2027)  By Top Leading Players - Danone, Genera |2020-09-17 06:46:00|thedailychronicle.in          |
17302899|us500#  |Sony's new US$500 PlayStation 5 will launch Nov 12                                                  |2020-09-17 06:45:00|www.thestar.com.my            |
17302645|btcusd  |'Price of Tomorrow' author says Bitcoin is a 'lifeboat' amid financial turmoil                      |2020-09-17 06:44:44|cointelegraph.com             |
17302564|ltcusd  |The rise of digital currencies - Could the 'Wild West' of trading be reined in? - BizNews.com       |2020-09-17 06:30:00|www.biznews.com               |
17303121|btcusd  |Bitcoin: BTC/USD (BTC=X) Flashes Mixed Signs as Analysts Watch for Reaction to $11,200 - Live Tradin|2020-09-17 06:30:00|www.livetradingnews.com       |
17302546|iotausd |Armed with 3 FDA approvals since the pandemic outbreak, Aidoc adds $20M to Series B                 |2020-09-17 06:25:41|www.geektime.com              |
17303243|usdjpy  |USD/JPY Daily Outlook  Action Forex                                                                 |2020-09-17 06:24:00|www.actionforex.com           |
17302554|btcusd  |Bitcoin Price Holds Strong Above $10,800: A Firm Case for Upside  NewsBTC                           |2020-09-17 06:15:32|www.newsbtc.com               |
17302566|eurgbp  |GBP/USD: Eyes Bank of England to combat post-Fed US dollar rally                                    |2020-09-17 06:12:00|www.fxstreet.com              |
17302469|eurusd  |EUR/USD Daily Outlook  Action Forex                                                                 |2020-09-17 06:07:00|www.actionforex.com           |
17302482|eurusd  |EUR/USD drops to 50-day SMA for first since May as dollar rises                                     |2020-09-17 06:05:00|www.fxstreet.com              |
17302817|xrpusd  |Global Blockchain in Fintech Market 2025 Cumulative Impact of COVID-19 On Top Manufacturers: Amazon |2020-09-17 06:03:00|thedailychronicle.in          |
17302447|btcusd  |Crypto Chartbook: The Principle Of Impermanence (Cryptocurrency:BTC-USD)                            |2020-09-17 05:46:00|seekingalpha.com              |
17302451|oil#    |The oil sector could face even more distress during coronavirus crisis as it struggles to draw inves|2020-09-17 05:31:00|www.cnbc.com                  |
17302688|us100#  |Vehicle Camera Market 2020 Size, Future Demand, Global Research, Top Leading player, Emerging Trends|2020-09-17 05:31:00|thedailychronicle.in          |
17302550|usdjpy  |USD/JPY holds above 105 after BOJ revises economic assessment                                       |2020-09-17 05:09:00|www.fxstreet.com              |
17302495|oil#    |Soybean oil preserving city streets                                                                 |2020-09-17 05:06:00|www.keloland.com              |
17302385|eurusd  |EURUSD Remains In A Trading Range  Action Forex                                                     |2020-09-17 05:04:00|www.actionforex.com           |
17302473|ltcusd  |Bitcoin ATMs surge by 87% in past year to surpass 10,000 globally                                   |2020-09-17 04:44:00|cointelegraph.com             |
17302392|oil#    |Oil And Gas Separators Market- Roadmap for Recovery from COVID-19Rising Global Energy Demand to boo |2020-09-17 04:30:00|www.businesswire.com          |
17302490|euraud  |Risk-Off in Asian Trade Despite the Positive Data - Forex News by FX Leaders                        |2020-09-17 04:26:14|www.fxleaders.com             |
17302342|oil#    |Oil Rush Ministry in Watford City addressing issues to improve thrift shop                          |2020-09-17 04:02:00|www.kxnet.com                 |
17302401|oil#    |Oil Rush Ministry in Watford City working to improve thrift shop                                    |2020-09-17 04:02:00|www.kxnet.com                 |
17302407|oil#    |County prepares final version of critical oil and gas review                                        |2020-09-17 04:00:00|www.bakersfield.com           |
17302470|usdjpy  |When is the BOJ rate decision and how could it affect USD/JPY?                                      |2020-09-17 04:00:00|www.fxstreet.com              |
17302309|euraud  |AUD/USD gains back all its earlier losses on the huge beat on the jobs data                         |2020-09-17 03:55:23|www.forexlive.com             |
17302371|ltcusd  |Bitcoin flashing first buy signal since March Covid collapse                                        |2020-09-17 03:50:47|www.livemint.com              |
17302314|btcusd  |Bitcoin (BTC) Wealth has Become More Evenly Distributed with Smaller Accounts Holding Greater Propor|2020-09-17 03:41:12|www.crowdfundinsider.com      |
17302835|btcusd  |Bitcoin cash stickers spread randomly across Downtown Bakersfield l                                 |2020-09-17 03:37:54|news.yahoo.com                |
17302606|xrpusd  |Ripple (XRP) Up $0.0041 On 4 Hour Chart, Makes Big Move Relative to Two Week Trend; Price Base in Fo|2020-09-17 03:36:00|www.cfdtrading.com            |
17302365|ltcusd  |Litecoin (LTC) Up $0.09 On 4 Hour Chart, Entered Today Down For the 2nd Day In A Row; in a Downtrend|2020-09-17 03:36:00|www.cfdtrading.com            |
17302386|usdcad  |USD/CAD Price Analysis: Bulls finally catching a break?                                             |2020-09-17 03:30:00|www.fxstreet.com              |
17302694|ltcusd  |Litecoin (LTC) Price Analysis: Approaching Next Crucial Breakout  Live Bitcoin News                 |2020-09-17 03:28:00|www.livebitcoinnews.com       |
17302327|jap225# |US sends top economy official to Taiwan Lee Teng-hui service                                        |2020-09-17 03:26:00|asia.nikkei.com               |
17302304|btcusd  |Is Bitcoin Revolution for real? How do you trade it?                                                |2020-09-17 03:23:07|kalkinemedia.com              |
17302826|oil#    |Boulder County revises oil and gas regulations comment schedule                                     |2020-09-17 03:15:16|www.dailycamera.com           |
17302415|iotausd |There goes quest for gender parity                                                                  |2020-09-17 03:01:39|www.the-star.co.ke            |
17302225|jap225# |Nasdaq 100 Falls Post-Fed Meeting, Hang Seng and Nikkei Eye BOJ, BoE                                |2020-09-17 03:00:36|www.dailyfx.com               |
17302336|btcusd  |Anonymous "Bitcoin Man" is Giving out Free Money                                                    |2020-09-17 03:00:00|www.kget.com                  |
17302781|xagusd  |Silver (XAGUSD) Down $0 On 4 Hour Chart, Started Today Down 0.02%; in an Uptrend Over Past 90 Days -|2020-09-17 02:57:00|www.cfdtrading.com            |
17302677|xauusd  |Gold (XAUUSD) Up $3.8 in Last 4 Hours, And A Story About Vaneck; in an Uptrend Over Past 90 Days - C|2020-09-17 02:57:00|www.cfdtrading.com            |
17302775|xauusd  |Gold (XAUUSD) Up $3.8 On 4 Hour Chart, Outperforms All metals; in an Uptrend Over Past 90 Days - CFD|2020-09-17 02:57:00|www.cfdtrading.com            |
17302368|xauusd  |Gold (XAUUSD) Down $0.85 in Last 4 Hours, And A Story About Vaneck; in an Uptrend Over Past 90 Days |2020-09-17 02:57:00|www.cfdtrading.com            |
17302605|xagusd  |Silver (XAGUSD) Down $0 On 4 Hour Chart, And A Link About Mcglone; Entered Today Down 0.02% - CFDTra|2020-09-17 02:57:00|www.cfdtrading.com            |
17302364|xagusd  |Silver (XAGUSD) Up $0.08 in Last 4 Hours, And A Story About Mcglone; 2 Day Up Streak Snapped - CFDTr|2020-09-17 02:57:00|www.cfdtrading.com            |
17302492|us100#  |Phillipsburg's Quetel to be most-watched man on football field                                      |2020-09-17 02:52:00|www.lehighvalleylive.com      |
17302644|eurusd  |EUR/USD Down 2 Pips On Hourly Chart, in an Uptrend Over Past 90 Days; Sentiment Suggests Sellers in |2020-09-17 02:37:00|www.cfdtrading.com            |
17302631|euraud  |AUD/USD Up 1 Pips On Hourly Chart, in an Uptrend Over Past 90 Days; Pin Bar Pattern Appearing on Cha|2020-09-17 02:37:00|www.cfdtrading.com            |
17302396|usdcad  |USD/CAD Down 7 Pips On Hourly Chart, Moves Up For the 2nd Consecutive Day; Pin Bar Pattern Appearing|2020-09-17 02:37:00|www.cfdtrading.com            |
17302395|eurgbp  |GBP/USD Up 5 Pips On Hourly Chart, Entered Today Up For the 2nd Consecutive Day; in an Uptrend Over |2020-09-17 02:37:00|www.cfdtrading.com            |
17302206|btcusd  |Defi Platform Bzx Recovers Stolen $8.1 Million From Hacker  News Bitcoin News                       |2020-09-17 02:32:51|news.bitcoin.com              |
17302277|btcusd  |Bitcoin sentiment at record lows ... Does it mean the price will go up?                             |2020-09-17 02:23:56|cointelegraph.com             |
17302184|german30|European Equities: FED and BoE Monetary Policy and U.S Jobless Claims in Focus                      |2020-09-17 02:22:35|www.fxempire.com              |
17302341|oil#    |Major oil product shipping group invests $10M in Kalama methanol plant                              |2020-09-17 02:15:00|tdn.com                       |
17302182|xrpusd  |Fintech Ripple Is Focused on Making Digital Payments as Easy as Sending Emails with Pay ID, Accordin|2020-09-17 02:12:04|www.crowdfundinsider.com      |
17302628|jap225# |NIKKEI 225 (NKY) Down $20.03 in Last 4 Hours; Entered Today Up 0.09% - CFDTrading                   |2020-09-17 02:07:00|www.cfdtrading.com            |
17302219|xrpusd  |Top 3 Coins Price Prediction Bitcoin, Ethereum and Ripple: BTC aims for $11,355                     |2020-09-17 02:00:00|www.fxstreet.com              |
17302541|xauusd  |Gold Price Analysis: XAU/USD drops the most in two weeks inside monthly triangle                    |2020-09-17 02:00:00|www.fxstreet.com              |
17302713|usdjpy  |USD/JPY refreshes multi-week lows, around 104.75 post- BoJ's Kuroda                                 |2020-09-17 02:00:00|www.fxstreet.com              |
17302243|xrpusd  |New Mexico communities seeing drastic increase in suicides                                          |2020-09-17 01:45:00|www.koat.com                  |
17302120|euraud  |When is the Australia unemployment rate and how could it affect AUD/USD?                            |2020-09-17 01:44:00|www.fxstreet.com              |
17302124|jap225# |Asia stocks set to dip as the Fed signals low rates for years; Australia's August jobs data ahead   |2020-09-17 01:42:00|www.cnbc.com                  |
17302388|german30|Asia Morning: U.S. Stocks Lack Upward Momentum                                                      |2020-09-17 01:37:00|www.cityindex.co.uk           |
17302648|usdcad  |USD/CAD Price Analysis: Traders jostle within a key territory above 1.3150                          |2020-09-17 01:29:00|www.fxstreet.com              |
17302102|jap225# |COVID pushes New Zealand into recession with record Q2 GDP fall                                     |2020-09-17 01:29:00|asia.nikkei.com               |
17302220|us500#  |10 things you need to know this morning in Australia                                                |2020-09-17 01:16:17|www.businessinsider.com.au    |
17302042|oil#    |What BP Got Wrong About Global Oil Demand  OilPrice.com                                             |2020-09-17 01:00:00|oilprice.com                  |
17302040|iotausd |Missouri State's resources available for students with disabilities                                 |2020-09-17 00:41:00|www.the-standard.org          |
17302149|oil#    |Big Ten unknown: Will football championship be at Lucas Oil Stadium?                                |2020-09-17 00:41:00|www.wishtv.com                |
17302534|xauusd  |Gold Price Analysis: XAU/USD bulls struggling to retake controls above $1,950                       |2020-09-17 00:39:00|www.fxstreet.com              |
17302320|usdjpy  |USD/JPY Hits 2 Week Low Ahead of Fed                                                                |2020-09-17 00:30:00|currencylive.com              |
17302229|btcusd  |MicroStrategy Cements Bitcoin 'Whale' Status, Dave Portnoy Makes an Exit, and Jim Cramer Warms Up to|2020-09-17 00:27:39|www.securities.io             |
17301981|btcusd  |Supported by 10667.70 Bids, BTC/USD Eyes 11220.32: Sally Ho's Technical Analysis 17 September 2020 B|2020-09-17 00:27:04|cryptodaily.co.uk             |
17302032|xrpusd  |Warsaw School Board Hears About Student Safety And Suicide                                          |2020-09-17 00:19:18|timesuniononline.com          |
17302565|btcusd  |US Sanctions Two For Alleged Crypto Theft  PYMNTS.com                                               |2020-09-17 00:09:24|www.pymnts.com                |
17302043|btcusd  |There Are Now 10,000 Bitcoin ATMs Globally - Decrypt                                                |2020-09-17 00:08:00|decrypt.co                    |
17302109|us100#  |One Shot in the Back After Alleged Gunfight on Hwy 36                                               |2020-09-17 00:02:00|kymkemp.com                   |
17302205|us100#  |Even during a global pandemic, debt relief should not be granted across the board                   |2020-09-17 00:00:00|www.dandc.eu                  |
17302151|oil#    |Oil Billionaire Says It's Time to Move Focus to Renewables                                          |2020-09-16 23:53:00|gcaptain.com                  |
17301915|euraud  |AUD/USD: Consolidates Fed-led losses near 0.7300, eyes Aussie jobs report                           |2020-09-16 23:46:00|www.fxstreet.com              |
